temperature,humidity,moisture,soil_type,crop_type,nitrogen,potassium,phosphorous,fertilizer_name
33.81,55.89,56.88,clayey,pulses,10,2,33,10-26-26
28.61,59.13,22.9,clayey,sugarcane,37,0,1,10-26-26
33.41,53.69,63.42,red,barley,10,3,13,14-35-14
29.76,60.63,45.62,black,wheat,33,0,0,28-28
31.81,66.62,69.44,sandy,pulses,25,3,23,20-20
29.8,65.49,61.86,sandy,cotton,10,10,12,20-20
40,61.65,27.12,red,ground nuts,9,2,44,dap
29.2,62.74,46.45,black,maize,3,20,16,28-28
35.08,55.2,65.28,red,tobacco,10,3,42,17-17-17
26.46,63.81,50.64,sandy,tobacco,12,12,9,dap
27.05,62.62,35.54,loamy,millets,37,0,2,urea
24.98,62.27,48.83,clayey,maize,21,0,20,14-35-14
30.73,64.04,58.01,black,cotton,12,4,37,urea
38.05,68.85,57.68,black,wheat,9,13,29,28-28
32.47,67.69,65.89,loamy,wheat,38,2,0,28-28
33.86,54.7,28.74,sandy,ground nuts,36,2,1,17-17-17
31.07,61.96,50.7,sandy,tobacco,11,14,22,28-28
34.71,54.61,40.22,clayey,sugarcane,14,4,4,dap
37.76,58.09,57.42,loamy,ground nuts,20,0,22,17-17-17
35.18,74.22,33.33,sandy,wheat,11,0,45,10-26-26
29.31,62.5,47.47,red,ground nuts,24,2,21,17-17-17
27.15,60.37,37.43,red,wheat,38,2,0,10-26-26
25.93,53.67,42.39,clayey,paddy,27,1,23,urea
30.13,48.9,67.41,loamy,paddy,12,0,33,dap
37.89,61.9,29.68,loamy,cotton,4,7,27,17-17-17
32.93,68.18,34.78,sandy,tobacco,40,0,0,28-28
31.28,61.86,62.26,black,maize,17,0,35,urea
28.76,40.17,64.52,sandy,millets,14,10,15,20-20
23.56,43.25,20,black,cotton,10,16,8,10-26-26
27.83,49.73,58.42,clayey,millets,10,0,9,28-28
22.65,53.84,38.27,sandy,sugarcane,19,0,17,10-26-26
30.17,60.55,43.86,clayey,sugarcane,10,12,16,17-17-17
34.6,69.2,49.03,clayey,millets,11,2,35,10-26-26
24.45,57.16,37.8,black,barley,10,0,41,14-35-14
26.81,59.31,70,red,oil seeds,11,12,26,dap
26.37,62.64,41.83,clayey,ground nuts,13,0,9,28-28
36.73,55.27,32.64,loamy,sugarcane,20,2,22,urea
28.61,53.73,50.17,clayey,millets,5,6,29,dap
33.97,70.45,35.84,sandy,sugarcane,8,1,36,urea
31.01,70.62,28.39,sandy,pulses,25,0,21,dap
32.51,57.48,30.67,sandy,sugarcane,12,0,17,28-28
37.75,55.56,50.84,red,tobacco,40,1,0,10-26-26
29.18,45.12,49.86,clayey,ground nuts,19,3,24,20-20
39.61,73.34,50.25,sandy,oil seeds,41,0,4,urea
28.4,58.17,39.15,red,paddy,33,0,0,10-26-26
34.28,67.15,39.35,red,paddy,26,0,26,14-35-14
31.35,59.91,24.9,black,sugarcane,15,13,12,28-28
32.56,55.34,46.86,sandy,millets,34,0,0,14-35-14
32.1,57.13,37.58,clayey,pulses,26,3,19,14-35-14
34.65,63.66,47.3,clayey,millets,8,4,25,dap
30.12,51.7,31.85,loamy,millets,40,0,4,20-20
37.03,72.04,29.53,loamy,ground nuts,7,11,29,28-28
30.58,56.52,48.44,sandy,tobacco,40,0,0,urea
31.32,56.57,40.22,sandy,tobacco,24,4,19,20-20
33.03,66.07,33.81,red,cotton,39,0,0,10-26-26
32.53,62.34,30.4,clayey,sugarcane,40,0,0,10-26-26
26.58,42.83,35.09,sandy,oil seeds,12,12,7,17-17-17
29.13,73.22,52.98,black,sugarcane,41,2,1,20-20
28.23,56.74,28.06,clayey,sugarcane,37,2,0,20-20
36.2,64.43,57.43,black,tobacco,4,3,9,17-17-17
23.37,45.91,67.84,sandy,sugarcane,40,0,0,20-20
40,53.38,47.05,red,oil seeds,12,0,37,28-28
26.83,54.4,41.76,loamy,sugarcane,40,0,3,20-20
33.02,65.44,50.47,loamy,wheat,6,12,28,28-28
29.16,53.59,60.85,sandy,pulses,14,6,33,14-35-14
31.59,71.2,27.7,black,paddy,23,0,22,28-28
33.15,58.53,32.29,loamy,sugarcane,3,7,34,dap
26.27,48.43,36.14,loamy,maize,15,0,8,17-17-17
35.1,61.71,41.61,red,cotton,42,0,0,urea
24.59,47.16,21.81,clayey,barley,15,0,36,14-35-14
29.4,52.91,43.18,black,pulses,9,14,12,17-17-17
28.05,52.74,43.39,sandy,pulses,4,21,17,17-17-17
24.59,59,58.71,black,ground nuts,11,0,17,10-26-26
27.09,50.45,54.43,loamy,sugarcane,11,10,36,urea
26.63,61.32,55.43,black,oil seeds,9,0,13,14-35-14
29.32,66.28,55.01,loamy,sugarcane,11,0,12,10-26-26
25.75,55.81,39.52,clayey,wheat,8,9,14,dap
29.62,61,31.32,black,maize,42,3,0,14-35-14
23.85,60.61,56.48,black,oil seeds,10,0,9,urea
31.15,59.56,27.97,black,cotton,9,4,38,14-35-14
28.76,55.72,49.49,black,millets,37,0,2,10-26-26
31.33,67.83,68.19,sandy,barley,26,0,15,17-17-17
38.04,73.24,69.06,loamy,barley,16,1,42,20-20
29.22,57.29,29.75,clayey,wheat,11,13,33,14-35-14
30.67,66.76,52.32,sandy,maize,26,3,25,20-20
30.39,54.66,40.53,black,barley,6,19,18,dap
24.04,44.61,65.64,loamy,pulses,40,0,0,urea
24.04,54.47,46.62,black,barley,12,0,39,14-35-14
30.21,53.36,54.28,clayey,oil seeds,13,10,28,10-26-26
36.53,60.86,45.04,black,ground nuts,9,1,35,28-28
23.6,54.64,32.83,sandy,barley,21,1,16,14-35-14
24.21,49.11,62.53,clayey,tobacco,7,0,13,urea
28.95,45.51,33.51,red,millets,14,4,43,17-17-17
28.75,60.69,32.81,black,barley,7,8,34,28-28
29.43,60.47,58.66,clayey,oil seeds,17,0,35,17-17-17
35.11,67.01,48.64,black,sugarcane,9,3,32,14-35-14
33.94,62.53,22.09,black,barley,13,19,18,dap
30.89,58.68,33.78,sandy,maize,34,2,3,dap
33.14,60.57,35.83,red,barley,25,2,23,17-17-17
29.9,51.27,49.74,clayey,oil seeds,8,0,8,20-20
32.53,58.97,39.94,red,ground nuts,7,0,14,10-26-26
25.9,47.84,31.55,sandy,pulses,11,2,14,14-35-14
34.13,59.23,63.23,loamy,sugarcane,5,6,29,urea
30.53,65.11,53.95,clayey,millets,13,0,7,10-26-26
26,66.36,26.96,clayey,sugarcane,13,12,18,14-35-14
27.4,54.83,69.04,loamy,cotton,9,7,15,20-20
38.44,62.45,46.09,red,ground nuts,42,0,0,17-17-17
29.37,62.57,51.8,red,wheat,10,0,45,28-28
29.54,67.83,40.1,loamy,cotton,26,2,24,urea
31.31,48.85,25.68,black,sugarcane,30,1,4,28-28
32.51,67.8,42.49,black,sugarcane,14,0,41,17-17-17
28.24,48.4,33.28,red,tobacco,31,4,0,17-17-17
39.87,60.83,56.01,clayey,barley,18,0,40,dap
22.54,44.49,64.67,clayey,barley,14,9,15,17-17-17
39.58,71.07,39.53,loamy,pulses,7,1,39,dap
36.66,60.99,46.13,loamy,wheat,42,1,0,20-20
30.67,59.09,30.58,red,sugarcane,37,4,3,20-20
28.01,54.25,39.67,red,maize,23,4,14,28-28
25.01,43.66,44.44,loamy,oil seeds,7,13,17,20-20
29.26,60.28,34.61,loamy,sugarcane,45,0,3,28-28
35.64,76.74,55.07,loamy,sugarcane,35,4,0,dap
25.85,59.28,48.78,red,barley,14,2,34,14-35-14
27.37,52.08,45.62,clayey,maize,11,1,45,28-28
26.57,53.34,23.1,black,tobacco,13,0,36,14-35-14
36.24,55.86,52.22,sandy,ground nuts,8,2,15,dap
39.58,56.11,42.44,sandy,tobacco,18,0,45,28-28
33.06,52.39,40.7,loamy,millets,26,3,20,urea
32.03,57.94,48.58,clayey,wheat,17,1,17,17-17-17
26.9,57.31,68.61,black,cotton,14,12,17,14-35-14
33.47,59.46,64.44,sandy,wheat,6,0,16,28-28
40,62.39,45.31,clayey,paddy,8,0,41,urea
31.98,60.7,35.91,loamy,pulses,12,12,17,urea
32.84,62.04,32.05,sandy,sugarcane,15,0,13,17-17-17
27.96,54.06,47.23,black,millets,11,0,17,14-35-14
32.11,71.86,56.34,clayey,barley,8,0,11,20-20
37.68,71.36,32.07,clayey,ground nuts,11,4,40,urea
33.29,72.81,38.08,red,tobacco,5,19,25,10-26-26
24.24,45.3,68.56,clayey,barley,13,0,10,20-20
29.39,58.92,32.77,sandy,wheat,6,20,14,20-20
34.12,78.05,45.51,sandy,oil seeds,40,0,4,urea
31.46,60.92,35.26,black,barley,10,2,39,20-20
25.84,46.79,35.77,clayey,paddy,43,0,0,10-26-26
30.65,57.55,43.54,black,maize,22,0,23,urea
36.25,60.68,42.98,black,sugarcane,6,8,28,17-17-17
28.64,69.09,42.89,loamy,cotton,28,2,17,14-35-14
30.28,59.17,40.52,red,pulses,10,0,8,20-20
36.5,52.36,24.4,red,paddy,14,4,32,17-17-17
21.57,50.51,47.72,black,wheat,18,0,14,dap
33.9,74.86,57.18,sandy,wheat,19,0,42,urea
37.18,70.69,58.98,red,sugarcane,36,1,0,20-20
33.28,76.03,40.66,clayey,barley,9,17,19,28-28
29.85,58.07,42.1,sandy,tobacco,10,17,15,20-20
21.99,53.33,61.68,red,oil seeds,5,3,14,14-35-14
23.41,43.66,20.16,clayey,pulses,38,0,0,14-35-14
30.29,46.16,40.66,clayey,paddy,32,0,0,dap
31.65,57,56.28,red,oil seeds,4,12,24,14-35-14
32.15,58.22,58.63,clayey,cotton,28,0,19,dap
30.74,62.79,50.57,sandy,tobacco,9,2,10,urea
22.28,49.97,42.28,clayey,pulses,44,0,0,urea
29.84,42.95,34.38,clayey,sugarcane,10,13,19,14-35-14
36.14,74.84,61.48,sandy,tobacco,18,1,37,17-17-17
39.75,66.91,26.89,black,barley,12,4,27,10-26-26
30.44,68.6,66.26,clayey,barley,26,0,16,14-35-14
30.86,51.58,34.05,red,millets,11,1,43,20-20
30.22,65.07,28.06,red,cotton,22,1,18,urea
30.08,52.22,52.78,red,oil seeds,12,4,33,28-28
37.77,72.96,37.53,black,tobacco,16,0,35,10-26-26
20.55,57.33,36.43,red,wheat,25,0,16,dap
30.4,60.18,28.18,loamy,cotton,36,0,0,dap
28.3,62.72,42.06,clayey,wheat,40,0,0,20-20
33.03,50.75,42.07,loamy,sugarcane,12,0,33,17-17-17
24.26,66.8,29.59,loamy,barley,12,0,40,17-17-17
36.13,61.57,35.14,loamy,maize,40,1,4,14-35-14
36.76,72.35,33.65,black,paddy,12,3,9,14-35-14
30.12,52.36,33.8,sandy,barley,28,0,19,28-28
22.16,43.31,42.41,red,pulses,18,0,9,14-35-14
32.65,68.89,29.69,clayey,millets,8,0,6,14-35-14
26.89,51.17,70,clayey,sugarcane,37,3,4,10-26-26
33.44,59.53,70,clayey,cotton,12,0,41,dap
29.67,47.88,23.8,red,ground nuts,25,4,18,10-26-26
25.12,50.56,52.48,sandy,millets,13,1,11,28-28
36.37,67.68,30.08,loamy,tobacco,39,0,2,17-17-17
29.06,68.31,52.37,red,ground nuts,16,0,10,14-35-14
25.78,64.69,32.38,loamy,barley,13,4,38,28-28
30.4,55.27,41.63,clayey,ground nuts,17,2,29,dap
36,59.46,52.35,clayey,wheat,9,13,10,28-28
25.43,48.84,35.9,black,pulses,35,0,0,17-17-17
34.49,54.23,21.17,black,sugarcane,16,1,38,dap
30.5,59.68,35.22,black,wheat,11,4,18,urea
24.25,67.07,21.47,loamy,tobacco,12,15,20,17-17-17
35.42,65.57,43.67,clayey,pulses,44,4,0,17-17-17
30.41,64.96,48.09,black,pulses,10,2,33,dap
27.52,42.91,21.12,red,ground nuts,15,15,13,10-26-26
24.68,49.97,70,loamy,barley,11,4,12,dap
29.32,64.15,57.63,black,cotton,7,10,10,28-28
31.83,55.75,46.33,sandy,millets,17,10,12,urea
40,61.76,49.42,loamy,cotton,4,11,29,urea
27.8,65.85,31.27,clayey,wheat,9,3,26,20-20
31.7,55.64,40.28,sandy,maize,13,2,13,17-17-17
29,65.07,70,red,maize,10,2,32,dap
29.04,70.01,36.9,black,barley,12,0,13,dap
27.98,42.2,60.29,clayey,pulses,7,17,14,20-20
35.17,73.71,70,loamy,maize,12,0,35,urea
26.03,44.6,30.68,red,cotton,12,7,31,20-20
27.89,59.42,32.46,sandy,tobacco,23,1,19,14-35-14
38.67,65.53,64.36,black,oil seeds,34,0,0,dap
24.54,46.43,32.67,black,ground nuts,17,0,17,28-28
32.82,66.47,59.62,red,ground nuts,10,3,37,10-26-26
24.05,56.01,29.3,red,sugarcane,14,18,12,10-26-26
32.67,66.98,67.27,loamy,cotton,6,0,39,urea
31.25,49.31,59.62,sandy,ground nuts,8,2,11,28-28
21.28,54.65,57.82,clayey,cotton,8,0,4,28-28
33.5,71.43,63.29,clayey,tobacco,6,9,10,14-35-14
30.14,74.53,67.61,black,paddy,7,5,25,17-17-17
28.38,62.44,55.9,black,wheat,13,0,39,20-20
40,53.38,44.17,black,barley,18,4,36,20-20
30.51,56.56,31.01,sandy,ground nuts,16,0,14,10-26-26
29.85,60.19,51.81,black,millets,17,0,23,dap
27.57,58.96,56.6,red,wheat,13,3,39,dap
31.19,60.99,46.6,red,pulses,21,0,26,urea
26.57,53.43,43.69,clayey,ground nuts,19,4,21,28-28
21.45,47.54,35.03,red,tobacco,21,0,20,17-17-17
25.87,64.11,67.58,loamy,wheat,4,10,27,urea
23.29,59.14,42.14,red,maize,37,0,3,17-17-17
24.68,58.73,43.06,sandy,millets,38,4,1,dap
33.95,62.48,20.64,black,pulses,5,12,19,17-17-17
26.33,59.59,55.24,black,cotton,7,4,10,urea
40,68.68,34.13,sandy,ground nuts,8,10,25,28-28
27.62,67.62,64.74,red,barley,6,3,37,10-26-26
27.96,53.07,59.54,clayey,pulses,9,4,33,17-17-17
26.49,61.97,42.04,clayey,ground nuts,12,16,13,dap
29.25,62,55.15,clayey,barley,12,0,36,10-26-26
23.74,55.81,61.5,loamy,pulses,6,9,15,dap
25.85,48.14,39.33,loamy,maize,32,0,0,urea
30.07,59.72,61.15,clayey,pulses,12,15,11,dap
30.02,55.06,30.59,red,wheat,10,0,40,17-17-17
21.68,57.86,23.08,red,pulses,16,0,12,urea
20.42,53.57,38.87,loamy,cotton,5,18,17,20-20
32.8,65.87,49.94,clayey,barley,33,0,0,14-35-14
33.34,61.94,32.31,black,sugarcane,8,0,32,17-17-17
31.25,68.53,66.94,red,oil seeds,6,16,14,28-28
37.61,64.57,34.12,clayey,pulses,38,0,0,urea
34.15,68.11,46.5,clayey,pulses,8,12,30,28-28
27.67,59.9,26.38,black,cotton,41,0,2,urea
22.34,45.29,39.49,loamy,millets,38,0,0,10-26-26
21.07,60.95,61.29,clayey,millets,6,0,6,20-20
27.82,57.43,30.84,loamy,cotton,2,15,24,dap
23.11,49.15,32.6,black,cotton,9,3,37,17-17-17
24,49.02,37.37,clayey,sugarcane,11,0,13,dap
29.13,43.28,36.14,black,sugarcane,39,0,4,14-35-14
23.46,50.44,24.32,black,cotton,37,0,4,14-35-14
28.08,52.69,32.35,clayey,ground nuts,12,3,34,17-17-17
21.29,54.85,26.51,sandy,millets,11,0,39,17-17-17
28.54,49.45,46.17,red,millets,31,0,0,10-26-26
31.21,60.48,37.27,clayey,oil seeds,36,0,1,14-35-14
22.97,44.59,43.69,clayey,barley,19,3,28,28-28
27.52,52.42,36.15,red,maize,9,0,38,dap
26.76,43.31,43.64,red,oil seeds,2,15,20,20-20
30.57,64.68,51.73,clayey,wheat,7,12,8,dap
37.11,77.37,42.03,clayey,cotton,4,4,27,dap
34.97,72.4,57.83,loamy,wheat,21,0,23,dap
32.85,69.09,29.04,black,ground nuts,16,0,12,14-35-14
24.33,66.27,70,black,ground nuts,8,2,34,20-20
23.84,60.67,36.47,sandy,pulses,38,1,1,dap
35.36,64.36,36.49,loamy,wheat,41,3,4,dap
27.09,62.94,50.51,red,wheat,11,0,38,dap
25.2,48.23,41.84,black,ground nuts,38,1,0,20-20
23.98,52.41,24.26,loamy,ground nuts,41,4,2,17-17-17
32.12,57.29,40.78,sandy,millets,42,1,3,dap
28.29,57.33,52.55,clayey,cotton,26,0,22,28-28
27.8,44.81,22.17,red,sugarcane,14,1,45,17-17-17
35.41,69.11,70,clayey,sugarcane,4,9,25,10-26-26
34.46,74.6,45.35,red,oil seeds,10,10,12,dap
26.25,69.57,37.25,red,tobacco,10,0,4,28-28
40,76.34,22.1,black,oil seeds,11,0,36,20-20
29.5,50.06,63.05,clayey,pulses,10,0,9,20-20
27.13,43.23,35.28,red,paddy,26,3,22,14-35-14
28.99,66.71,43.03,clayey,paddy,22,4,21,dap
25.14,46.88,28.19,loamy,cotton,16,3,36,dap
27.79,62.14,30.06,red,sugarcane,7,10,25,10-26-26
33.41,67.81,41.34,loamy,ground nuts,10,2,41,20-20
25.2,44.1,46.96,red,oil seeds,12,6,29,dap
34.19,56.72,63.64,clayey,tobacco,18,4,33,20-20
37.3,68.57,44.84,black,pulses,5,4,34,dap
31.78,59.11,44.18,black,pulses,22,4,27,urea
32.11,71.08,29.01,sandy,barley,35,0,0,10-26-26
36.82,57.69,30.19,red,barley,39,0,3,28-28
25.12,64.48,52.92,sandy,wheat,16,0,8,14-35-14
31.33,72.92,35.31,red,tobacco,14,0,35,17-17-17
29.93,55.77,48.12,clayey,tobacco,42,0,0,10-26-26
32.68,58.16,41.4,loamy,paddy,38,2,0,20-20
28.17,50.1,57.67,sandy,cotton,14,0,6,17-17-17
35.81,76.09,24.48,red,paddy,10,0,37,dap
38.04,62.28,44.38,clayey,pulses,12,3,24,urea
31.55,53.02,39.4,clayey,cotton,8,0,16,urea
29.14,59.77,42.79,clayey,barley,38,0,0,10-26-26
34.31,63.01,44.96,black,tobacco,37,0,3,dap
27.54,58.58,30.71,black,tobacco,43,1,2,dap
27.92,52.23,46.52,sandy,tobacco,38,0,0,28-28
24.6,51.17,29.76,clayey,wheat,32,3,0,17-17-17
28.87,57.65,56.9,black,barley,11,16,14,28-28
28.85,58.79,66.37,sandy,cotton,10,12,30,10-26-26
33.72,61.76,45.98,clayey,maize,13,0,38,10-26-26
30.63,60.56,22.33,black,maize,40,0,4,urea
27.05,50.1,30.22,sandy,maize,38,0,2,14-35-14
22.79,59.47,28.56,sandy,millets,37,0,0,10-26-26
38.77,55.67,55.59,clayey,paddy,14,18,11,dap
28.8,49.98,58.83,black,sugarcane,14,10,17,20-20
27.76,65.79,45.56,loamy,ground nuts,12,15,15,14-35-14
22.48,53.68,29.96,clayey,millets,18,17,10,10-26-26
32.73,55.44,47.85,clayey,ground nuts,45,1,3,10-26-26
24.2,41.69,33.6,red,ground nuts,19,13,13,10-26-26
30.17,59.06,40.76,loamy,cotton,12,2,41,14-35-14
40,67.75,57.85,loamy,barley,10,11,24,dap
38.33,58.9,40.27,clayey,cotton,41,1,0,14-35-14
26.86,46.9,28.95,clayey,wheat,11,14,32,10-26-26
25.56,61.54,26.89,sandy,tobacco,36,3,0,28-28
26.54,45.74,70,red,tobacco,33,0,0,14-35-14
29.36,52.93,54.82,red,oil seeds,7,0,18,dap
24.44,46.56,30.45,red,ground nuts,6,16,17,20-20
27.95,69.26,31.79,red,ground nuts,0,15,18,10-26-26
37.22,64.38,63.58,red,tobacco,6,0,11,dap
30.57,47.43,58.26,sandy,ground nuts,11,0,8,20-20
24.1,63.6,25.87,clayey,sugarcane,9,3,9,14-35-14
37.79,62.57,61.86,clayey,sugarcane,13,1,41,20-20
30.33,55.01,27.78,loamy,tobacco,26,0,19,20-20
28.18,65.54,54.63,clayey,millets,12,19,12,urea
24.23,58.48,50.97,red,tobacco,30,0,0,14-35-14
31.35,68.81,41.39,black,oil seeds,13,0,36,20-20
35.83,76.88,66.33,red,sugarcane,13,0,40,14-35-14
33.04,56.04,63.33,black,maize,10,3,13,urea
36.49,74.83,63.59,red,sugarcane,37,3,0,28-28
30.11,48.12,54.43,red,maize,6,2,15,28-28
20.3,44.44,41.86,loamy,pulses,20,4,18,14-35-14
32.82,65.38,24.04,red,ground nuts,39,4,0,28-28
32.87,59.11,59.71,clayey,sugarcane,10,0,14,urea
30.81,51.96,35.61,loamy,millets,15,9,17,20-20
38.65,71.63,59.06,sandy,tobacco,6,6,30,20-20
32.86,68.29,37.77,black,maize,18,2,32,urea
22.72,50.47,51.87,black,sugarcane,9,17,11,dap
27.14,58.79,66.42,sandy,tobacco,5,7,33,dap
32.33,74.41,49.11,loamy,ground nuts,43,0,3,14-35-14
31.57,59.49,44.41,loamy,wheat,33,0,0,10-26-26
33.92,70.37,55.46,sandy,cotton,24,0,17,17-17-17
23.64,54.21,33.68,clayey,barley,30,1,0,urea
26.46,60.34,48.97,red,tobacco,8,10,26,dap
35.48,68.25,34.7,clayey,wheat,14,2,13,14-35-14
40,80,56.82,red,tobacco,43,0,0,10-26-26
29.3,44.76,52.52,red,paddy,7,0,11,17-17-17
31.85,56.67,68.54,sandy,sugarcane,10,11,15,10-26-26
37.34,56.16,66.28,loamy,ground nuts,9,4,17,dap
39.21,74.83,33.14,sandy,wheat,11,10,28,14-35-14
35.11,67.52,40.53,black,paddy,9,1,36,dap
30.26,42.39,34,black,wheat,20,1,22,28-28
27.72,47.55,65.62,sandy,wheat,40,0,0,17-17-17
37.43,61.49,29.07,red,pulses,10,2,11,28-28
39.16,75.73,34.03,black,sugarcane,12,3,31,14-35-14
29.62,57.58,56.91,clayey,pulses,12,17,13,28-28
32.11,68.19,40.77,clayey,paddy,8,0,8,dap
33.45,64.37,58.6,loamy,millets,11,11,14,14-35-14
32.97,58.85,60.26,black,paddy,36,0,0,20-20
34.98,59.82,34.18,loamy,millets,8,1,42,dap
23.6,46.17,50.36,red,cotton,8,10,10,14-35-14
28.85,45.61,27.28,clayey,millets,39,2,2,dap
24.76,45.87,45.72,clayey,tobacco,37,3,0,28-28
38.26,65.76,29.84,black,pulses,23,0,22,dap
36.67,66.99,57.65,clayey,pulses,35,0,0,urea
32.15,59.62,52.44,red,wheat,10,1,39,28-28
40,71.5,35.55,loamy,tobacco,9,9,28,10-26-26
31.55,52.46,20,sandy,sugarcane,9,4,42,17-17-17
25.85,47.66,44.43,clayey,ground nuts,25,3,20,10-26-26
29.09,53.7,30.89,red,sugarcane,45,0,0,urea
35.09,73.25,64.96,red,paddy,22,1,15,20-20
36.28,57.76,50.83,clayey,pulses,26,0,23,10-26-26
31.96,62.45,49.67,sandy,tobacco,15,2,10,urea
36.03,68.01,34.95,red,barley,22,0,22,20-20
31.63,56.04,35.55,red,oil seeds,14,0,34,28-28
37.72,53.18,50.18,red,millets,10,0,36,urea
34.19,58.06,70,loamy,paddy,12,13,11,10-26-26
24.85,44.22,44.43,black,ground nuts,19,0,22,10-26-26
26.79,51.89,45.51,sandy,maize,28,4,21,14-35-14
28.9,48.82,25.28,red,tobacco,7,8,31,28-28
32.48,55.58,37.82,loamy,oil seeds,13,1,33,20-20
29.28,54.11,33.43,loamy,sugarcane,12,4,35,urea
23.96,52.37,25.81,sandy,maize,5,10,33,dap
36.64,64.68,42.16,black,wheat,33,0,4,urea
26.37,60.29,50.88,black,millets,34,0,1,14-35-14
33.21,79.62,35.61,loamy,barley,13,1,34,urea
34.78,55.26,29.66,black,ground nuts,9,0,38,10-26-26
31.53,61.06,40.48,black,ground nuts,41,1,0,28-28
26.71,49.27,30.54,sandy,ground nuts,11,2,45,28-28
30.89,66.92,30.15,black,oil seeds,15,0,41,28-28
25.99,57.23,60.76,sandy,ground nuts,7,10,32,20-20
35.33,63.38,24.82,sandy,oil seeds,10,0,39,17-17-17
32.14,67.16,57.06,clayey,sugarcane,17,0,36,10-26-26
26.59,52.74,51.85,clayey,tobacco,11,0,32,28-28
29.09,65.94,42.43,loamy,paddy,9,0,6,20-20
33.4,72.33,23.7,red,tobacco,9,7,28,10-26-26
24.53,59.27,42.34,clayey,sugarcane,27,0,28,28-28
37.56,61.34,62.16,black,sugarcane,7,0,9,10-26-26
24.83,54.28,62.54,clayey,maize,12,1,30,10-26-26
29.19,47.17,37.7,black,ground nuts,15,0,17,20-20
35.36,66.71,31.57,sandy,wheat,20,0,28,urea
32.94,58.58,52.48,red,barley,13,4,34,10-26-26
39.46,69.85,20,red,sugarcane,9,7,33,urea
29.13,62.34,26.54,red,wheat,2,12,15,17-17-17
39.89,68.39,50.49,black,paddy,5,0,34,20-20
23.49,45.84,58.18,clayey,wheat,38,0,0,urea
30.68,63.25,46.38,black,paddy,14,0,11,14-35-14
24.41,56.8,34.97,sandy,cotton,23,1,15,14-35-14
33.88,80,54.46,black,oil seeds,35,0,0,10-26-26
27.17,69.52,47.69,sandy,maize,16,18,10,17-17-17
35.51,72.18,36.2,loamy,maize,12,0,31,dap
32.08,55.08,52.81,red,ground nuts,6,12,32,dap
35.09,72.5,46.73,sandy,barley,38,0,0,dap
29.74,48.18,62.44,black,tobacco,39,0,0,14-35-14
28.54,63.37,52.98,clayey,sugarcane,3,12,27,17-17-17
33.65,60.55,62.52,black,tobacco,9,0,14,urea
31.89,59.31,30.26,red,millets,16,0,11,28-28
27.42,62.06,43.64,clayey,maize,20,3,20,17-17-17
34.32,59.44,33.94,loamy,cotton,25,0,23,dap
26.61,43.26,46.1,clayey,cotton,21,1,23,20-20
32.76,48.27,44.77,clayey,millets,41,0,1,10-26-26
29.58,56.08,67.27,red,cotton,9,0,34,10-26-26
35.14,58.65,43.04,sandy,pulses,11,19,13,14-35-14
29.99,52.36,48.22,black,pulses,16,0,39,17-17-17
24.71,53,33.7,sandy,millets,12,3,26,14-35-14
37.83,62.2,38.9,red,sugarcane,16,1,36,dap
29.62,67.51,41.82,clayey,wheat,39,2,2,28-28
24.59,58.67,52.83,sandy,cotton,16,2,39,urea
38.92,59.35,41.61,clayey,cotton,11,2,10,28-28
24.95,54.7,25.03,sandy,wheat,44,0,0,dap
34.84,66.6,26.52,red,ground nuts,12,0,35,17-17-17
24.75,49.42,45.06,clayey,cotton,8,13,11,20-20
34.76,66.83,47.24,clayey,wheat,9,9,15,dap
34.36,59.48,61.29,sandy,maize,3,5,30,14-35-14
33.1,52.18,63.48,red,wheat,6,5,33,20-20
22.53,60.17,52.65,loamy,pulses,26,0,17,14-35-14
33.29,57.7,37.44,black,millets,34,0,0,urea
26.95,62.85,63.53,clayey,oil seeds,10,0,38,urea
28.76,54.72,37.74,red,wheat,14,1,16,dap
26.27,49.13,21.16,sandy,ground nuts,10,18,12,28-28
31.58,66.26,59.62,sandy,paddy,38,0,1,dap
25.22,60.2,52.04,clayey,tobacco,37,1,0,14-35-14
33.11,71.83,57.15,loamy,paddy,8,19,20,17-17-17
29.94,62.39,35.14,red,tobacco,10,0,6,10-26-26
25.72,60.71,43.46,clayey,wheat,27,2,20,28-28
29.16,50.01,56.58,clayey,maize,12,11,30,14-35-14
40,74.03,39.34,loamy,paddy,8,0,17,10-26-26
27.65,55.35,34.36,black,pulses,37,3,0,14-35-14
29.72,71.91,52.5,red,tobacco,4,4,28,urea
28.03,53.76,60.86,sandy,wheat,13,0,10,urea
29.86,59.28,62.62,sandy,maize,25,0,19,20-20
32.86,62.77,31.22,red,oil seeds,38,1,0,10-26-26
23.9,44.45,32.53,red,barley,15,4,39,10-26-26
30.2,57.56,52.01,loamy,wheat,27,0,19,17-17-17
26.86,61.34,45.62,black,oil seeds,18,3,17,10-26-26
21.51,55.9,45.54,clayey,maize,22,3,22,28-28
28.78,66.87,49.42,clayey,millets,10,0,40,10-26-26
29.54,54.73,69.41,loamy,pulses,32,0,0,dap
35.77,58.62,25.35,sandy,oil seeds,26,1,17,20-20
30.85,67.85,27.32,loamy,ground nuts,33,3,0,20-20
35.66,68.89,32.88,red,oil seeds,11,0,42,20-20
30.37,61.22,43.8,loamy,paddy,3,18,17,urea
